exercise_id,lesson_id,unit,sequence,prompt,answer_guidance
P11.3-E08,P11.3,P11,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P11.3-E09,P11.3,P11,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P11.3-E10,P11.3,P11,10,Explain how this lesson's idea will be used later in the course.,"The next lesson examines why SSA information can define zero, one, or two triangles."
P11.4-E01,P11.4,P11,1,"For acute A, state the two-triangle condition in terms of h, a, and b.",h<a<b.
P11.4-E02,P11.4,P11,2,Use altitude comparison for acute A.,"Use the method developed in the lesson: Use a geometric altitude check before computing, then test both inverse-sine branches and complete each valid triangle. Verify all conditions and state the final result in the requested representation."
P11.4-E03,P11.4,P11,3,Use inverse sine and supplementary angle branches.,"Use the method developed in the lesson: Use a geometric altitude check before computing, then test both inverse-sine branches and complete each valid triangle. Verify all conditions and state the final result in the requested representation."
P11.4-E04,P11.4,P11,4,Explain why an obtuse given angle changes the cases.,"Use the method developed in the lesson: Use a geometric altitude check before computing, then test both inverse-sine branches and complete each valid triangle. Verify all conditions and state the final result in the requested representation."
P11.4-E05,P11.4,P11,5,State the defining idea behind the ambiguous ssa case in one precise sentence.,The ambiguous SSA case occurs because a given side can swing into two positions while preserving its length and an acute angle.
P11.4-E06,P11.4,P11,6,What condition or domain restriction must remain visible in the solution?,"When the given angle is obtuse, the opposite side must be the longest; this usually allows at most one triangle."
P11.4-E07,P11.4,P11,7,Describe the most likely incorrect first step and explain why it fails.,A common error is to accept only the calculator’s acute arcsine value or to accept a supplementary angle that makes the angle sum impossible.
P11.4-E08,P11.4,P11,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P11.4-E09,P11.4,P11,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P11.4-E10,P11.4,P11,10,Explain how this lesson's idea will be used later in the course.,The next lesson uses the Law of Cosines for SAS and SSS data.
P11.5-E01,P11.5,P11,1,Which angle should be found first in an SSS triangle and why?,"The largest angle, opposite the largest side, to reduce ambiguity and check plausibility."
P11.5-E02,P11.5,P11,2,Derive the formula from coordinate geometry.,"Use the method developed in the lesson: Identify the included angle or opposite side correctly, substitute with grouped products, solve, and check side-angle ordering. Verify all conditions and state the final result in the requested representation."
P11.5-E03,P11.5,P11,3,Solve an SSS triangle for its largest angle first.,"Use the method developed in the lesson: Identify the included angle or opposite side correctly, substitute with grouped products, solve, and check side-angle ordering. Verify all conditions and state the final result in the requested representation."
P11.5-E04,P11.5,P11,4,Show the right-angle case becomes a^2+b^2=c^2.,"Use the method developed in the lesson: Identify the included angle or opposite side correctly, substitute with grouped products, solve, and check side-angle ordering. Verify all conditions and state the final result in the requested representation."
P11.5-E05,P11.5,P11,5,State the defining idea behind the law of cosines in one precise sentence.,The Law of Cosines generalizes the Pythagorean theorem to any triangle.
P11.5-E06,P11.5,P11,6,What condition or domain restriction must remain visible in the solution?,"When solving for an angle, the computed cosine must lie in [-1,1]. Rounding intermediate side values may distort later angles."
P11.5-E07,P11.5,P11,7,Describe the most likely incorrect first step and explain why it fails.,A common error is pairing the included angle with the wrong opposite side or omitting the factor 2ab.
P11.5-E08,P11.5,P11,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P11.5-E09,P11.5,P11,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P11.5-E10,P11.5,P11,10,Explain how this lesson's idea will be used later in the course.,The next lesson derives area formulas from an included angle or three sides.
P11.6-E01,P11.6,P11,1,"A triangle has area 30, sides 8 and 10 enclosing angle C. Find possible C values.","sin C=3/4, so C≈48.59 degrees or 131.41 degrees."
