figure_id,lesson_id,unit,figure_role,description,interactivity_default,alt_text_requirement,canonical_lesson_path,renderer_requirement,interaction_required,required_capabilities,static_fallback,accessibility_contract,print_contract,asset_budget,authoring_rule
A0.1-V1,A0.1,A0,Anchor,Draggable number line with direction arrows and opposite pairs.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/arithmetic-readiness/number-lines-and-signed-quantities/,bettergrades-interactive-2d,yes,bounded-drag; reset,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A4.9-V2,A4.9,A4,Mechanism,Information exposed by each form.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/linear-relationships/equations-of-lines/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A4.9-V3,A4.9,A4,Representation,Conversion pathway.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/linear-relationships/equations-of-lines/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A4.10-V1,A4.10,A4,Anchor,Movable parallel line.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/linear-relationships/parallel-and-perpendicular-lines/,bettergrades-interactive-2d,yes,bounded-drag; reset,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A4.10-V2,A4.10,A4,Mechanism,Right-angle slope triangles.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/linear-relationships/parallel-and-perpendicular-lines/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A4.10-V3,A4.10,A4,Representation,Horizontal/vertical special case.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/linear-relationships/parallel-and-perpendicular-lines/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A4.11-V1,A4.11,A4,Anchor,Scatterplot with fitted line.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/linear-relationships/linear-models-fit-and-residuals/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A4.11-V2,A4.11,A4,Mechanism,Residual arrows.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/linear-relationships/linear-models-fit-and-residuals/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A4.11-V3,A4.11,A4,Representation,Interpolation and extrapolation zones.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/linear-relationships/linear-models-fit-and-residuals/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A5.1-V1,A5.1,A5,Anchor,Overlapping constraint cards.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/systems/systems-as-simultaneous-conditions/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A5.1-V2,A5.1,A5,Mechanism,Ordered pair tested in both equations.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/systems/systems-as-simultaneous-conditions/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A5.1-V3,A5.1,A5,Representation,Intersection metaphor.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/systems/systems-as-simultaneous-conditions/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A5.2-V1,A5.2,A5,Anchor,Two linked line graphs.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/systems/graphical-solutions/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A5.2-V2,A5.2,A5,Mechanism,Zoomed approximate intersection.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/systems/graphical-solutions/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
